Specified Values,Specified Attribute Names,Class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
"0.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, A_3, R_1, R_2, R_5",0.0,0.0028007538972582447,0.5555555555555556,1,47.532799999999995,9974,9387,0.3,0.00033813892043617924,5,9,False
"1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_8, R_14, R_15",0.0,1.0,1.0,1,46.333333333333336,9945,9389,0.35,0.00032960615224735283,3,3,False
"1.0, 0.0, 1.0, 1.0","A_0, A_2, R_8, R_12",1.0,0.2037937254811257,0.8529411764705882,1,43.619479345745326,9999,9393,0.2,0.00031030033273778406,29,34,False
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_8, R_10, R_13, R_14",1.0,0.21405831560130767,0.8571428571428571,1,48.72,9877,9393,0.35,0.000346584425989015,6,7,False
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, R_7, R_8, R_12, R_13",1.0,1.0,1.0,1,58.4,9958,9401,0.3,0.00041544602786860584,5,5,False
"1.0, 1.0, 1.0, 1.0, 1.0","A_0, R_8, R_9, R_12, R_14",1.0,0.44913710714186356,0.9230769230769231,1,49.956033024,9977,9401,0.25,0.0003553773199981798,12,13,False
"1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_3, R_2, R_11, R_15",0.0,0.017341529915832606,0.6666666666666666,1,40.78016,9944,9403,0.3,0.00029010197753161313,6,9,False
"1.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, A_3, R_11, R_15",0.0,0.021711297700428393,0.6818181818181818,1,51.51852823819478,9973,9403,0.25,0.010598549791214445,15,22,False
"0.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_1, A_2, A_3, R_0, R_7, R_9",1.0,0.3486784401000001,0.9,1,41.013056,9991,9405,0.3,0.0002917587535265872,9,10,False
"0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_3, R_10",0.0,0.03457161303360778,0.7142857142857143,1,51.8721451008,9981,9406,0.25,0.00036900816162930346,10,14,False
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_13",0.0,0.18814528037496547,0.8461538461538461,1,43.82159104,9969,9413,0.25,0.0003117381152816865,11,13,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_4, R_11, R_15",1.0,1.0,1.0,1,54.5,9670,9416,0.35,0.0003877022006650517,4,4,False
"1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_2, A_3, R_8, R_11, R_12, R_13",1.0,1.0,1.0,1,51.8,9860,9417,0.35,0.0003684949356779757,5,5,False
"1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, R_5, R_12, R_13",1.0,0.18814528037496547,0.8461538461538461,1,47.511293439999996,9958,9417,0.25,0.0003379859270299272,11,13,False
"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, R_2, R_5, R_8, R_9, R_11, R_15",1.0,1.0,1.0,1,49.0,9972,9419,0.4,0.0003485762905061933,2,2,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_2, R_4, R_11, R_15",1.0,0.03457161303360778,0.7142857142857143,1,57.215999999999994,9670,9420,0.3,0.00040702328648168067,5,7,False
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_10, R_13",0.0,1.0,1.0,1,28.0,9926,9423,0.35,0.00019918645171782473,2,2,False
"1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_2, A_3, R_9, R_12",1.0,0.07253815028640576,0.7692307692307693,1,39.073396224,9940,9424,0.25,0.0002779603982294004,10,13,False
"1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_1, R_5, R_13",0.0,1.0,1.0,1,43.0,9926,9427,0.35,0.00030589347942380226,5,5,False
"1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_1, R_11, R_12, R_14, R_15",0.0,0.1,1.0,1,46.8,9428,9428,0.45,0.0003329259264426499,0,0,False
"1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_2, A_3, R_1, R_12",0.0,0.06591843366346291,0.7619047619047619,1,46.869988503719775,9960,9430,0.25,0.00033342381078968497,16,21,False
"0.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_4, R_7",1.0,1.0,1.0,1,40.2,9875,9431,0.3,0.0002859748342520198,5,5,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_3, R_6",1.0,1.0,1.0,1,44.6288,9884,9434,0.3,0.00031748043987230197,8,8,False
"0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_2, R_14",1.0,0.30794614765743855,0.8888888888888888,1,48.97688249892864,9909,9434,0.25,0.0003484118371843723,16,18,False
"1.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_15",1.0,0.07015616050000682,0.7666666666666667,2,52.17017700343023,9971,9435,0.2,0.013285725268562731,23,30,False
"0.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_2, A_3, R_1, R_8, R_14",0.0,0.004562132974169934,0.5833333333333334,1,33.27823104,9961,9437,0.3,0.00023673474143941345,7,12,False
"1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_1, A_2, A_3, R_2, R_3, R_4, R_5, R_6, R_12",0.0,1.0,1.0,1,54.5,9570,9438,0.45,0.0003877022006650517,2,2,False
"0.0, 1.0, 1.0, 1.0","A_1, A_3, R_1, R_9",1.0,0.043431270080496076,0.7307692307692307,1,42.39589675200942,9982,9439,0.2,0.00436003599845619,19,26,False
"0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_9, R_10",0.0,1.0,1.0,2,46.25,9894,9441,0.35,0.0006580266708535281,4,4,False
"0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_10, R_11",0.0,1.0,1.0,1,40.75,9808,9441,0.35,0.00028988742526790565,4,4,False
"1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_1, A_2, A_3, R_0, R_2, R_6, R_9, R_10, R_13",1.0,0.05405065551112061,0.8888888888888888,1,42.132799999999996,9443,9443,0.45,0.0002997243904620273,0,0,False
"0.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_7",1.0,0.25359640937509653,0.8717948717948718,2,54.89863438225842,9995,9446,0.2,0.0007810760133397307,34,39,False
"1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_3, R_7",0.0,0.004562132974169934,0.5833333333333334,1,41.61423872,9811,9448,0.25,0.00029603544827054687,7,12,False
"1.0, 1.0, 0.0, 0.0, 0.0","A_2, A_3, R_3, R_7, R_8",0.0,0.38554328942953164,0.9090909090909091,1,52.344563199999996,9953,9448,0.25,0.0003723688503759794,10,11,False
"0.0, 0.0, 1.0, 1.0","A_1, A_2, A_3, R_9",1.0,0.07253815028640576,0.7692307692307693,1,38.6935248367587,9972,9450,0.2,0.00027525806845319603,20,26,False
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_1, A_3, R_1, R_3, R_9, R_12, R_14",1.0,1.0,1.0,1,46.4,9823,9452,0.35,0.00033008040570382385,5,5,False
"1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_3, R_9, R_12, R_14",1.0,0.04139739548230255,0.7272727272727273,1,49.97408,9977,9455,0.25,0.0003555057026093825,8,11,False
"0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_5, R_9, R_15",0.0,1.0,1.0,1,56.75,9962,9456,0.35,0.0004037082548209483,4,4,False
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_5, R_7, R_15",0.0,0.017341529915832606,0.6666666666666666,1,39.0,9941,9456,0.35,0.0002774382720355416,2,3,False
"1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_3, R_13, R_15",1.0,0.10737418240000006,0.8,1,57.95544311808,9977,9459,0.25,0.00041228353830087783,12,15,False
"0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_4, R_7, R_10",1.0,1.0,1.0,1,36.5,9875,9462,0.35,0.00025965376741787864,4,4,False
"1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_10, R_14",1.0,0.012054376104299195,0.6428571428571429,1,40.712044543999994,9982,9465,0.25,0.0002896174176749066,9,14,False
"1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_3, R_7, R_8, R_9, R_11, R_14",1.0,1.0,1.0,1,48.32,9860,9465,0.35,0.00034373890525018895,6,6,False
"1.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_2, R_7, R_11, R_14, R_15",0.0,0.056313514709472656,0.75,1,37.0,9980,9470,0.3,0.00026321066834141124,3,4,False
"1.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_1, A_2, A_3, R_7, R_9, R_15",1.0,1.0,1.0,1,65.790656,9971,9476,0.3,0.00046802169017242913,10,10,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_1, A_3, R_0, R_5, R_7, R_8, R_9",1.0,1.0,1.0,1,37.2,9797,9479,0.35,0.0002646334287108243,6,6,False
"0.0, 0.0, 0.0, 1.0, 0.0","A_0, A_2, A_3, R_0, R_1",1.0,0.06428888932339942,0.76,1,40.624549317461316,9967,9480,0.25,0.00028899499397074636,19,25,False
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_6",0.0,0.017341529915832606,0.6666666666666666,1,43.9328,9961,9481,0.25,0.00031252923378674466,6,9,False
"1.0, 0.0, 0.0, 0.0","A_0, A_3, R_8, R_12",0.0,0.2860377655391561,0.8823529411764706,1,42.94771715453847,9983,9482,0.2,0.00030552154962118825,30,34,False
"1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_1, A_2, A_3, R_1, R_2, R_3, R_4, R_5, R_6, R_12",0.0,0.1,1.0,1,52.0,9482,9482,0.5,0.00036991769604738877,0,0,False
"1.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_2, A_3, R_5, R_8, R_12",1.0,1.0,1.0,1,40.376,9999,9485,0.3,0.0002872268633771032,8,8,False
"0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_0, A_2, R_0, R_4, R_9, R_14, R_15",1.0,1.0,1.0,1,39.666666666666664,9803,9492,0.35,0.0002821808066002517,3,3,False
"1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_3, R_1, R_13, R_15",1.0,0.017341529915832606,0.6666666666666666,1,44.68250368,9886,9497,0.25,0.0003178624772102802,8,12,False
"0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_3, R_0, R_1, R_11",1.0,0.01009895532367115,0.631578947368421,1,42.85842673372365,9967,9502,0.25,0.00030488635526067047,12,19,False
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_2, A_3, R_2, R_5, R_13",1.0,0.056313514709472656,0.75,1,48.132799999999996,9916,9503,0.3,0.00034240720154441834,6,8,False
"0.0, 0.0, 0.0, 1.0, 0.0","A_1, A_2, A_3, R_0, R_4",1.0,0.1793344879248387,0.8421052631578947,1,40.0771415016407,9967,9504,0.25,0.00028510084323946376,16,19,False
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, R_1, R_6, R_7, R_10",1.0,0.1615055828898458,0.8333333333333334,1,48.06706176,9899,9508,0.3,0.0003419395527312836,10,12,False
"0.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_15",1.0,0.44913710714186356,0.9230769230769231,1,47.168925184,9990,9509,0.25,0.00033555038709801797,12,13,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_12, R_14",1.0,0.056313514709472656,0.75,1,54.211842559999994,9977,9511,0.3,0.0003856523057361341,9,12,False
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_5, R_13, R_15",0.0,0.017341529915832606,0.6666666666666666,1,45.59743999999999,9895,9514,0.3,0.00032437115289344313,6,9,False
"0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_1, A_2, R_1, R_2, R_8, R_9, R_10, R_14",0.0,0.1,1.0,1,52.71963782721373,9515,9515,0.4,0.0003750370569518398,0,0,False
"0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_7, R_11",0.0,0.18814528037496547,0.8461538461538461,1,48.623242751999996,9973,9516,0.25,0.00034589611409947563,11,13,False
"1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_2, A_3, R_1, R_3, R_9, R_10, R_14",1.0,1.0,1.0,1,30.0,9815,9517,0.4,0.00021341405541195507,2,2,False
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_4, R_9",0.0,0.010890643668188604,0.6363636363636364,1,44.99751680000001,9918,9520,0.3,0.000320103418125186,7,11,False
"1.0, 0.0, 0.0, 1.0, 0.0","A_1, A_2, A_3, R_6, R_12",0.0,0.1615055828898458,0.8333333333333334,1,46.75841463123968,9975,9520,0.25,0.00033263009636955187,15,18,False
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, R_0, R_1, R_9",0.0,0.017341529915832606,0.6666666666666666,1,49.486357936865275,9974,9521,0.25,0.00035203614449580027,12,18,False
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_1, A_3, R_4, R_5, R_13, R_15",0.0,1.0,1.0,2,47.4544,9973,9526,0.3,0.0006751623967427387,8,8,False
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_3, R_7, R_13, R_15",0.0,0.21405831560130767,0.8571428571428571,1,46.2633342976,9895,9526,0.25,0.0003291081929776602,12,14,False
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_2",0.0,0.10737418240000006,0.8,1,41.19509334016,9989,9527,0.25,0.0002930537310932522,12,15,False
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_1, R_9, R_15",1.0,0.1,1.0,1,42.6352,9529,9529,0.4,0.00030329836450999285,0,0,False
"0.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_2, A_3, R_0, R_5, R_9",1.0,0.21405831560130767,0.8571428571428571,1,37.432,9967,9529,0.3,0.0002662838307393434,6,7,False
"0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_14",0.0,0.017341529915832606,0.6666666666666666,1,53.30168064,9992,9532,0.25,0.0003791775941885098,8,12,False
"1.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_8, R_9",1.0,1.0,1.0,1,56.333333333333336,9759,9539,0.3,0.00040074417071800454,3,3,False
"0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_3, R_4, R_9",1.0,0.02824752489999998,0.7,1,27.316480000000002,9907,9545,0.25,0.00019432402587931877,7,10,False
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_3, R_12, R_14",1.0,0.010890643668188604,0.6363636363636364,1,55.6098688,9937,9546,0.3,0.0003955975873844917,7,11,False
"0.0, 1.0, 1.0, 1.0, 0.0","A_1, A_3, R_7, R_11, R_15",1.0,0.18814528037496547,0.8461538461538461,1,36.105862656,9990,9546,0.25,0.0002568499524521341,11,13,False
"1.0, 1.0, 1.0, 1.0, 1.0","A_2, A_3, R_2, R_3, R_11",1.0,0.08101311022241207,0.7777777777777778,1,46.29952,9818,9547,0.25,0.00032936561089423074,7,9,False
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, A_3, R_2, R_11, R_13",1.0,0.056313514709472656,0.75,1,37.75,9704,9547,0.3,0.0002685460197267101,3,4,False
"0.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_0, R_2",1.0,1.0,1.0,1,50.2561664,9916,9548,0.3,0.00035751240936273445,11,11,False
"0.0, 1.0, 0.0, 0.0","A_1, A_2, A_3, R_2",0.0,0.07253815028640576,0.7692307692307693,1,50.743816368409014,9983,9551,0.2,0.0003609814546087238,20,26,False
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_6, R_8",0.0,1.0,1.0,1,45.39264,9952,9552,0.3,0.00032291424627516426,9,9,False
"0.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_3, R_3, R_4, R_6",0.0,1.0,1.0,1,51.3396736,9992,9552,0.3,0.0003652202648834029,11,11,False
"0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, R_7, R_11, R_12",0.0,0.03457161303360778,0.7142857142857143,2,48.20548608,9979,9553,0.25,0.0006858485518291566,10,14,False
"1.0, 1.0, 1.0, 1.0","A_1, A_2, A_3, R_7",1.0,0.056313514709472656,0.75,1,52.53833575533503,9995,9555,0.2,0.004167085934983802,24,32,False
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_6, R_11, R_15",1.0,0.056313514709472656,0.75,1,45.75,9995,9555,0.35,0.00032545643450323147,3,4,False
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_9, R_12, R_14",0.0,1.0,1.0,1,42.21184,9975,9560,0.3,0.0003002866653600194,10,10,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_3, R_13",1.0,1.0,1.0,1,49.976,9916,9563,0.3,0.0003555193611089289,7,7,False
"0.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_3, R_4, R_15",1.0,1.0,1.0,1,47.071999999999996,9963,9563,0.3,0.0003348608805450516,8,8,False
"1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_8, R_14, R_15",0.0,1.0,1.0,1,42.0,9984,9565,0.3,0.0002987796775767371,3,3,False
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_3, R_0, R_5, R_8, R_9",0.0,0.1615055828898458,0.8333333333333334,1,38.36,9978,9566,0.35,0.00027288543885341986,5,6,False
"1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_1, A_2, R_4, R_9, R_12, R_13",0.0,0.02824752489999998,0.7,1,44.937664,9887,9569,0.3,0.00031967763716599394,7,10,False
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_4, R_12",0.0,0.017341529915832606,0.6666666666666666,1,42.45234917376,9984,9570,0.25,0.00030199759996454937,10,15,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_2, A_3, R_0, R_7, R_11, R_12, R_15",1.0,0.1615055828898458,0.8333333333333334,1,48.8,9982,9571,0.35,0.00034715353013678023,5,6,False
"1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_8, R_13",1.0,0.10737418240000006,0.8,2,43.644736,9991,9572,0.25,0.0006209600071429434,8,10,False
"0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_3, R_1, R_4, R_8",0.0,0.003712098683732816,0.5714285714285714,1,41.5363377152,9981,9582,0.25,0.00029548127595871237,8,14,False
"0.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_2, A_3, R_1, R_9, R_13, R_14",0.0,0.009094947017729282,0.625,1,40.593599999999995,9998,9582,0.3,0.0002887748266590246,5,8,False
"0.0, 0.0, 0.0, 1.0","A_0, A_1, A_3, R_2",1.0,0.2512006178472362,0.8709677419354839,1,41.950424726892365,9967,9584,0.2,0.00029842700890733524,27,31,False
"1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_3, R_2, R_13",0.0,1.0,1.0,1,37.812799999999996,9969,9588,0.25,0.00026899276648270577,8,8,False
"1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_2",0.0,0.004562132974169934,0.5833333333333334,1,34.955758079999995,9969,9588,0.25,0.00024866833639506714,7,12,False
"1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_1, R_9, R_13, R_15",1.0,1.0,1.0,2,36.666666666666664,9934,9589,0.4,0.0005216788021181123,3,3,False
"1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_2, A_3, R_1, R_9",1.0,0.41890388788459276,0.9166666666666666,1,34.7337216,9934,9589,0.25,0.00024708881287352735,11,12,False
"0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_0, R_1, R_2, R_6, R_9, R_11, R_14",1.0,0.05807527914449229,0.9166666666666667,1,28.73901921938209,9590,9590,0.5,0.0002044436880056817,0,0,False
"1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_6",1.0,1.0,1.0,1,55.456,9836,9592,0.25,0.000394502995230846,7,7,False
"0.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_2",0.0,0.13986145654401227,0.8214285714285714,1,44.776299722862916,9989,9593,0.2,0.0003185297236732458,23,28,False
"1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_13, R_15",0.0,0.04139739548230255,0.7272727272727273,1,44.0913408,9895,9594,0.25,0.00031365706162261983,8,11,False
"0.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_15",1.0,1.0,1.0,1,50.0,9788,9595,0.3,0.00035569009235325843,3,3,False
"1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_15",0.0,1.0,1.0,3,33.225919999999995,9986,9598,0.25,0.0007090878331993184,9,9,False
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_3, R_11, R_13, R_15",0.0,0.2630755761638284,0.875,1,46.224000000000004,9948,9601,0.25,0.0003288283765787404,7,8,False
"0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_3, R_1, R_3, R_5, R_13, R_15",1.0,1.0,1.0,1,47.0,9770,9604,0.4,0.00033434868681206294,2,2,False
"1.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_6, R_10, R_13",0.0,0.10737418240000006,0.8,1,38.4,9866,9607,0.3,0.0002731699909273025,4,5,False
"1.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_4, R_8",0.0,1.0,1.0,1,46.8464,9951,9608,0.3,0.00033325600684835373,8,8,False
"0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_11, R_15",1.0,0.010890643668188604,0.6363636363636364,1,46.8777984,9972,9609,0.25,0.00033347936884426863,7,11,False
"0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, R_0, R_2, R_4, R_5, R_9, R_11",1.0,0.1,1.0,1,49.5,9609,9609,0.4,0.0003521331914297259,0,0,False
"1.0, 0.0, 0.0, 1.0, 1.0","A_1, A_3, R_7, R_12, R_14",1.0,0.02824752489999998,0.7,1,49.57728,9977,9614,0.25,0.00035268294603646704,7,10,False
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_2, R_9, R_10",1.0,0.21405831560130767,0.8571428571428571,1,39.056,9907,9615,0.3,0.0002778366449389772,6,7,False
"1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_1, A_2, A_3, R_5, R_6, R_7, R_13",0.0,1.0,1.0,1,41.333333333333336,9956,9616,0.35,0.000294037143012027,3,3,False
"1.0, 0.0, 0.0, 0.0, 0.0","A_1, A_2, R_4, R_5, R_13",0.0,0.13443063274931202,0.8181818181818182,1,56.6428544,9960,9616,0.25,0.0004029460422537634,9,11,False
"1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_4, R_14",1.0,0.03457161303360778,0.7142857142857143,1,58.72,9925,9618,0.25,0.0004177224444596667,5,7,False
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_4, R_6, R_8, R_12",0.0,0.056313514709472656,0.75,1,56.75,9954,9619,0.35,0.0004037082548209483,3,4,False
"0.0, 0.0, 1.0, 0.0","A_0, A_1, A_3, R_3",0.0,0.2630755761638284,0.875,1,50.122424930304,9981,9620,0.2,0.00035656099904858183,14,16,False
"1.0, 1.0, 1.0, 1.0, 1.0","A_2, A_3, R_11, R_14, R_15",1.0,0.07253815028640576,0.7692307692307693,1,59.37559552,9982,9622,0.25,0.00042238622108077035,10,13,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, R_2, R_6, R_7, R_11, R_12",1.0,1.0,1.0,1,48.5,9867,9625,0.35,0.0003450193895826607,2,2,False
"1.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_3, R_4, R_9, R_12",1.0,1.0,1.0,1,54.666666666666664,9881,9627,0.3,0.0003888878343062292,3,3,False
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_8, R_9",1.0,1.0,1.0,2,47.25,9885,9629,0.3,0.0006722542745476584,4,4,False
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_0, R_8",0.0,0.1615055828898458,0.8333333333333334,1,51.79429376,9954,9631,0.25,0.00036845434261732394,10,12,False
"0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_15",1.0,0.023589950252244307,0.6875,1,27.661910962176,9996,9632,0.25,0.00019678135329607988,11,16,False
"1.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, A_3, R_7, R_15",0.0,1.0,1.0,2,40.1392,9973,9635,0.25,0.0005710846301994365,8,8,False
"0.0, 0.0, 0.0, 1.0, 0.0","A_2, R_0, R_1, R_3, R_9",0.0,0.1615055828898458,0.8333333333333334,1,46.50331904,9998,9636,0.25,0.00033081539688141286,10,12,False
"1.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, A_3, R_7, R_14",0.0,0.03457161303360778,0.7142857142857143,2,40.128,9945,9637,0.25,0.0005709252810380622,5,7,False
"0.0, 0.0, 1.0, 0.0","A_1, A_2, A_3, R_9",0.0,0.056313514709472656,0.75,2,46.50835930187694,9998,9639,0.2,0.014755269813535695,15,20,False
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_2, R_15",0.0,0.44913710714186356,0.9230769230769231,1,43.887678976000004,9989,9640,0.25,0.000312208251762872,12,13,False
"1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_10",1.0,0.010890643668188604,0.6363636363636364,1,45.001881600000004,9977,9644,0.25,0.00032013446844748807,7,11,False
"1.0, 1.0, 1.0, 1.0, 1.0","A_2, R_10, R_13, R_14, R_15",1.0,0.2630755761638284,0.875,1,60.296,9977,9644,0.25,0.0004289337961706414,7,8,False
